CNPJ Emissor,Emissor,Grupo,Setor,Descrição,Fonte
"82.508.433/0001-17","COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN","Casan","Saneamento","Presta serviços de abastecimento de água, coleta e tratamento de esgoto ou gestão de ativos de saneamento.",""
"33.041.260/0652-90","GRUPO CASAS BAHIA S.A","Casas Bahia","Varejo","Comercializa produtos ao consumidor por meio de lojas físicas, atacado, distribuição ou canais digitais.",""
"19.624.745/0001-50","AQUA-RIO AQUARIO MARINHO DO RIO DE JANEIRO S/A","Cataratas","Serviços","Opera ativos de turismo, lazer, hospitalidade ou entretenimento.",""
"03.119.648/0001-70","CATARATAS DO IGUACU S/A","Cataratas","Serviços","Opera ativos de turismo, lazer, hospitalidade ou entretenimento.",""
"75.633.560/0001-82","CATTALINI TERMINAIS MARITIMOS S.A.","Cattalini","Porto","Opera terminal ou infraestrutura portuária para movimentação, armazenagem e logística de cargas.",""
"55.560.187/0001-70","CAVERNOSO II GERACAO DE ENERGIA S.A.","Cavernoso II","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"43.688.224/0001-40","CB COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS","CB Companhia Securitizadora de Creditos Financeiros","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"14.882.295/0001-81","CBO HOLDING S.A.","CBO","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo CBO.",""
"08.795.463/0001-07","CBO SERVICOS MARITIMOS S.A.","CBO","O&G","Atua na cadeia de petróleo, gás natural, biocombustíveis ou distribuição de combustíveis.",""
"06.160.688/0001-53","CBV CENTRO BRASILEIRO DA VISAO SA","CBV Centro Brasileiro da Visao","Saúde","Presta serviços hospitalares, diagnósticos, odontológicos ou outros cuidados de saúde.",""
"14.117.458/0001-30","CEABS SERVICOS S.A.","CEABS","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"31.001.230/0001-07","CELEO REDES TRANSMISSAO DE ENERGIA S/A","Celeo Redes","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"08.336.783/0001-90","CELESC DISTRIBUICAO S.A.","Celesc","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"08.336.804/0001-78","CELESC GERACAO S.A","Celesc","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"56.226.717/0001-00","CELESTE ENER. SOL. PEDRA PRETA MT 002 SPE S.A.","Celeste Ener. Sol. Pedra Preta MT","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"22.261.473/0001-85","COMPANHIA DE GAS DE MINAS GERAIS GASMIG","Cemig","O&G","Distribui, comercializa ou processa gás natural e produtos energéticos relacionados.","https://ri.cemig.com.br/"
"06.981.180/0001-16","CEMIG DISTRIBUICAO S/A","Cemig","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.cemig.com.br/"
"06.981.176/0001-58","CEMIG GERACAO E TRANSMISSAO S/A","Cemig","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.cemig.com.br/"
"46.791.648/0001-24","CENTRAL CAPITAL GESTAO DE RECURSOS S.A.","Central Capital Gestao de Recursos","Serviços Financeiros","Oferece crédito, investimentos, gestão de recursos ou outros serviços financeiros.",""
"24.068.977/0001-09","CENTRAL FOTOVOLTAICA SAO PEDRO II S/A","Central Fotovoltaica SAO Pedro II","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"24.069.089/0001-00","CENTRAL FOTOVOLTAICA SAO PEDRO IV S/A","Central Fotovoltaica SAO Pedro IV","Energia","Desenvolve ou opera projetos de geração de energia solar fotovoltaica.",""
"23.485.534/0001-50","CENTRAL HIDRELETRICA PALMEIRAS DO TOCANTINS S/A","Central Hidreletrica Palmeiras do Tocantins","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"23.509.244/0001-08","CENTRAL HIDRELETRICA SUCURI S.A.","Central Hidreletrica Sucuri","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"23.698.040/0001-54","CEOS ADMINISTRADORA DE BENS S.A.","Ceos Administradora de Bens","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Ceos Administradora de Bens.",""
"08.322.396/0001-03","CERRADINHO BIOENERGIA S.A.","Cerradinho Bioenergia","A&A","Produz açúcar e etanol a partir da cana-de-açúcar, normalmente com cogeração de bioenergia.","https://www.cerradinho.com.br/"
"01.944.031/0001-63","DISTRIBUIDORA  DE  AGUA  CAMACARI  S.A.","Cetrel","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"14.414.973/0001-81","CETREL S/A","Cetrel","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"05.368.250/0001-00","CGD EMPREENDIMENTOS S.A.","CGD Empreendimentos","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo CGD Empreendimentos.",""
"20.512.213/0001-00","CHAPADA DO PIAUI  I  HOLDING S.A.","Chapada do Piaui I","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Chapada do Piaui I.",""
"17.245.234/0001-00","CIA. DE FIA. E TEC. CEDRO E CACHOEIRA","Cia. de Fia. e Tec. Cedro","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.",""
"00.117.842/0001-28","CIBRAFERTIL COMPANHIA BRASILEIRA DE FERTILIZANTES","Cibra","Fertilizantes","Produz, mistura, distribui ou presta serviços logísticos para fertilizantes e outros insumos agrícolas.",""
"46.059.743/0001-38","CID MOTA I ENERGIA RENOVAVEL S.A.","CID Mota I","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"09.611.669/0001-94","CIDADE MARAVILHOSA IND E COM DE ROUPAS S.A.","Cidade Maravilhosa IND e COM de","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"01.027.058/0001-91","CIELO S.A - INSTITUICAO DE PAGAMENTO","Cielo","Meios de Pagamento","Processa pagamentos e oferece soluções de adquirência, cartões, fidelidade ou serviços financeiros digitais.","https://ri.cielo.com.br/"
"02.814.497/0001-07","CIMED INDUSTRIA S.A","Cimed","Saúde","Atua na prestação de serviços, produtos ou infraestrutura para o setor de saúde.",""
"16.619.378/0001-08","CIMED & CO S.A.","Cimed","Saúde","Atua na prestação de serviços, produtos ou infraestrutura para o setor de saúde.",""
"07.957.149/0001-02","COMPANHIA NACIONAL DE CIMENTO -  CNC","Cimento Nacional","M&M","Produz e comercializa cimento, concreto e outros materiais de construção.",""
"40.689.707/0001-71","CIRANDA I HOLDING S.A.","Ciranda I","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Ciranda I.",""
"62.964.459/0001-62","CL SITES SA","CL Sites","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.",""
"40.432.544/0001-47","CLARO S/A","Claro","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.","https://www.claro.com.br/"
"52.230.272/0001-81","CGH RIO CLARO SPE S/A","Rio Claro","Energia","",""
"07.823.262/0001-03","FOZ DO RIO CLARO ENERGIA S.A.","Alupar","Energia","","https://www.claro.com.br/"
"00.108.786/0001-65","NET SERVICOS DE COMUNICACAO S.A.","Claro","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.","https://www.claro.com.br/"
"43.514.079/0001-81","CLI SUL S/A","CLI","Porto","Opera terminal ou infraestrutura portuária para movimentação, armazenagem e logística de cargas.",""
"23.670.693/0001-25","CLINICAS DO BRASIL HOLDING S.A","Clinicas do Brasil","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Clinicas do Brasil.",""
"44.373.108/0001-03","COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL S.A.","Cocal","A&A","Produz açúcar e etanol a partir da cana-de-açúcar, normalmente com cogeração de bioenergia.",""
"61.806.722/0001-22","COCAL RIO BRILHANTE AGROINDUSTRIAL S.A.","Cocal","Agro","Atua na produção agrícola, gestão de terras, originação ou comercialização de produtos do agronegócio.",""
"61.806.505/0001-32","COCAL PASSA TEMPO AGROINDUSTRIAL S.A.","Cocal","Agro","Atua na produção agrícola, gestão de terras, originação ou comercialização de produtos do agronegócio.",""
"04.310.392/0001-46","ANHANGUERA EDUCACIONAL PARTICIPACOES S.A.","Cogna","Educação","Oferece serviços educacionais, ensino superior, cursos profissionais ou plataformas de aprendizagem.","https://ri.cogna.com.br/"
"02.800.026/0001-40","COGNA EDUCACAO S.A","Cogna","Educação","Oferece serviços educacionais, ensino superior, cursos profissionais ou plataformas de aprendizagem.","https://ri.cogna.com.br/"
"19.213.316/0001-90","COLEGIO VIMASA S.A","Colegio Vimasa","Educação","Oferece serviços educacionais, ensino superior, cursos profissionais ou plataformas de aprendizagem.",""
"44.330.975/0001-53","COLOMBO AGROINDUSTRIA SA","Colombo Agroindustria","A&A","Produz açúcar e etanol a partir da cana-de-açúcar, normalmente com cogeração de bioenergia.",""
"46.633.720/0001-95","COLORADO ENERGIA RENOVAVEL SA","Colorado","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"10.376.555/0001-96","COMBIO ENERGIA S.A","ComBio","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"01.413.969/0001-57","COMFRIO SOLUCOES LOGISTICAS S.  A.","Comfrio","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.",""
"27.137.879/0001-74","COMP SECURITIZADORA DE CREDITOS FINANCEIROS CARTOES CONSIGNADOS I","Comp Securitizadora de Creditos Financeiros Cartoes","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"61.856.571/0001-17","COMPANHIA DE GAS DE SAO PAULO - COMGAS","Compass","O&G","Distribui, comercializa ou processa gás natural e produtos energéticos relacionados.","https://ri.compassbr.com/"
"00.535.681/0001-92","COMPANHIA PARANAENSE DE GAS COMPAGAS","Compass","O&G","Distribui, comercializa ou processa gás natural e produtos energéticos relacionados.","https://ri.compassbr.com/"
"03.024.705/0001-37","NECTA GAS NATURAL S.A","Compass","O&G","Distribui, comercializa ou processa gás natural e produtos energéticos relacionados.","https://ri.compassbr.com/"
"21.389.501/0001-81","COMPASS GAS E ENERGIA S.A","Compass","O&G","Distribui, comercializa ou processa gás natural e produtos energéticos relacionados.","https://ri.compassbr.com/"
"72.300.122/0001-04","COMPANHIA DE GAS DO ESTADO DO RIO GRANDE DO SUL","Compass","O&G","Distribui, comercializa ou processa gás natural e produtos energéticos relacionados.","https://ri.compassbr.com/"
"34.840.096/0001-18","TRSP - TERMINAL DE REGASEIFICACAO DE GNL DE SAO PAULO S.A.","Compass","O&G","Distribui, comercializa ou processa gás natural e produtos energéticos relacionados.","https://ri.compassbr.com/"
"17.831.131/0001-13","COMPLEXO MARACANA ENTRETENIMENTO S.A.","Complexo Maracana Entretenimento","Esporte","Opera atividades esportivas, arenas, clubes ou negócios de entretenimento associados.",""
"20.829.557/0001-47","COMPLEXO MORRINHOS ENERGIAS RENOVAVEIS S.A.","Complexo Morrinhos","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"54.360.623/0001-02","VIACAO PIRACICABANA S.A","Comporte","Logística","Presta serviços de transporte rodoviário de passageiros ou cargas.","https://www.comporte.com.br/"
"45.456.117/0001-12","AGUAS DO SERTAO S.A.","Conasa","Saneamento","Presta serviços de abastecimento de água, coleta e tratamento de esgoto ou gestão de ativos de saneamento.","https://ri.conasa.com/"
"08.837.556/0001-49","CONASA INFRAESTRUTURA S.A.","Conasa","Saneamento","Presta serviços de abastecimento de água, coleta e tratamento de esgoto ou gestão de ativos de saneamento.","https://ri.conasa.com/"
"15.186.494/0001-18","SAO GABRIEL SANEAMENTO S.A","Conasa","Saneamento","Presta serviços de abastecimento de água, coleta e tratamento de esgoto ou gestão de ativos de saneamento.","https://ri.conasa.com/"
"15.012.434/0001-89","TUBARAO SANEAMENTO S.A.","Conasa","Saneamento","Presta serviços de abastecimento de água, coleta e tratamento de esgoto ou gestão de ativos de saneamento.","https://ri.conasa.com/"
"63.819.943/0001-60","CONC. ROD. INTEGRACAO SPE S.A.","Conc. Rod. Integracao","Rodovia","Opera uma concessão rodoviária, realizando manutenção, atendimento aos usuários e investimentos na infraestrutura viária.",""
"10.324.624/0001-18","CONCESSAO METROVIARIA DO RIO DE JANEIRO S/A","Concessao Metroviaria do RIO de Janeiro","Mobilidade Urbana","Opera infraestrutura ou serviços de mobilidade urbana, como metrôs, trens, ônibus ou sistemas de bilhetagem.",""
"11.860.795/0001-24","CONE S.A.","Cone","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"39.763.833/0001-40","CONCESSIONARIA DE ILUMINACAO PUBLICA CONECTA ARACAJU S.A.","Conecta Aracaju","Iluminação Pública","É uma SPE de PPP responsável pela modernização, operação e manutenção de sistemas de iluminação pública.",""
"39.781.156/0001-92","CONCESSIONARIA CONECTA FEIRA DE SANTANA SA","Conecta Feira de Santana","Iluminação Pública","É uma SPE de PPP responsável pela modernização, operação e manutenção de sistemas de iluminação pública.",""
"05.104.205/0001-30","CONFLUENCIA ENERGIA S/A","Confluencia Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"40.008.239/0001-22","CONSAG ENGENHARIA S.A..","Consag Engenharia","Construção","Executa obras de engenharia, construção pesada, edificações ou gestão de projetos de infraestrutura.",""
"29.894.663/0001-89","CONSIGNADOS I COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS","Consignados I Companhia Securitizadora de Creditos","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"27.743.642/0001-37","CONSTRUTORA METROCASA S/A.","Construtora Metrocasa","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"06.013.760/0001-10","CONVICON CONTEINERES DE VILA DO CONDE S/A","Convicon Conteineres de Vila do Conde","Porto","Opera terminal ou infraestrutura portuária para movimentação, armazenagem e logística de cargas.",""
"03.237.583/0001-67","COPA ENERGIA S A","Copa Energia","O&G","Distribui e comercializa combustíveis, GLP e outros derivados de petróleo.","https://www.copaenergia.com.br/"
"23.318.135/0001-03","COPACABANA GERACAO DE ENERGIA E PARTICIPACOES S.A.","Copacabana Geração de Energia e","Energia","Holding que concentra participações em projetos e empresas de geração, transmissão ou comercialização de energia.",""
"31.590.862/0001-45","COPAPA COMPANHIA PADUANA DE PAPEIS","Copapa Companhia Paduana de Papeis","P&P","Atua na produção florestal, madeira, celulose, papel ou embalagens.",""
"17.281.106/0001-03","COMPANHIA DE SANEAMENTO DE MINAS GERAIS COPASA MG","Copasa","Saneamento","Presta serviços de abastecimento de água, coleta e tratamento de esgoto ou gestão de ativos de saneamento.","https://ri.copasa.com.br/"
"19.126.003/0001-02","COPEL SERVICOS S.A.","Copel","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.copel.com/"
"04.370.282/0001-70","COPEL GERACAO E TRANSMISSAO S.A.","Copel","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.copel.com/"
"04.368.898/0001-06","COPEL  DISTRIBUICAO S/A","Copel","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.copel.com/"
"04.557.307/0001-49","ELEJOR - CENTRAIS ELETRICAS DO RIO JORDAO S.A.","Copel","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.copel.com/"
"86.445.822/0001-00","COPOBRAS S/A IND. E COM. DE EMBALAGENS","Copobras S/a Ind. e Com. de","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.",""
"10.242.700/0001-46","COQUEIROS TRANSMISSORA DE ENERGIA S.A","Coqueiros","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.",""
"36.401.730/0001-41","COREMAS HOLDING II S/A","Coremas Holding II","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Coremas Holding II.",""
"08.845.676/0001-98","CORPOREOS SERVICOS TERAPEUTICOS SA","Corporeos Servicos Terapeuticos","Saúde","Atua na prestação de serviços, produtos ou infraestrutura para o setor de saúde.",""
"15.114.494/0001-02","CORREDOR LOGISTICA E INFRAESTRUTURA S.A","Corredor Logistica e Infraestrutura","Logística","Presta serviços de transporte, armazenagem, distribuição ou gestão logística.",""
"50.746.577/0001-15","COSAN S.A.","Cosan","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Cosan.","https://ri.cosan.com.br/"
"02.016.440/0001-62","RGE SUL DISTRIBUIDORA DE ENERGIA S/A","CPFL","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.cpfl.com.br/"
"04.973.790/0001-42","CPFL COMERCIALIZACAO BRASIL S/A","CPFL","Energia","Comercializa energia elétrica e presta soluções de gestão e contratação de energia.","https://ri.cpfl.com.br/"
"04.172.213/0001-51","COMPANHIA PIRATININGA DE FORCA E LUZ","CPFL","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.cpfl.com.br/"
"53.859.112/0001-69","COMPANHIA JAGUARI DE ENERGIA","CPFL","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.cpfl.com.br/"
"08.439.659/0001-50","CPFL ENERGIAS RENOVAVEIS S.A","CPFL","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.cpfl.com.br/"
"92.715.812/0001-31","CPFL TRANSMISSAO S.A.","CPFL","Energia","Opera ativos de transmissão de energia elétrica, principalmente linhas e subestações.","https://ri.cpfl.com.br/"
"04.591.168/0001-70","FOZ  DO CHAPECO ENERGIA S.A.","CPFL","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://ri.cpfl.com.br/"
"33.050.196/0001-88","COMPANHIA PAULISTA DE FORCA E LUZ","CPFL","Energia","Distribui energia elétrica a consumidores em sua área de concessão.","https://ri.cpfl.com.br/"
"74.552.068/0001-10","CPQ BRASIL S/A","CPQ Brasil","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"00.119.633/0001-13","CPS CIA. DE PRODUCAO SUSTENTAVEL S.A.","CPS Cia. de Producao Sustentavel","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"10.158.356/0001-01","CPX DISTRIBUIDORA S/A","CPX Distribuidora","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"48.116.288/0001-90","CR SECURITIZADORA S.A.","CR Securitizadora","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"49.947.676/0001-86","CREDITCORP SECURITIZADORA S.A","Creditcorp Securitizadora","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"82.641.325/0001-18","CREMER S/A","Cremer","Saúde","Atua na prestação de serviços, produtos ou infraestrutura para o setor de saúde.",""
"05.316.470/0001-82","CRISTALCOPO S.A.","Cristalcopo","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.",""
"13.487.195/0001-98","CROMOSSOMO PARTICIPACOES  III S/A","Cromossomo Participações III","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Cromossomo Participações III.",""
"46.722.831/0001-78","ACEF S.A.","Cruzeiro do Sul","Educação","Oferece serviços educacionais, ensino superior, cursos profissionais ou plataformas de aprendizagem.","https://ri.cruzeirodosuleducacional.com.br/"
"62.984.091/0001-02","CRUZEIRO DO SUL EDUCACIONAL S.A.","Cruzeiro do Sul","Educação","Oferece serviços educacionais, ensino superior, cursos profissionais ou plataformas de aprendizagem.","https://ri.cruzeirodosuleducacional.com.br/"
"43.395.177/0001-47","SECID – SOCIEDADE EDUCACIONAL CIDADE DE SAO PAULO S.A.","Cruzeiro do Sul","Educação","Oferece serviços educacionais, ensino superior, cursos profissionais ou plataformas de aprendizagem.","https://ri.cruzeirodosuleducacional.com.br/"
"03.505.185/0001-84","CRVR - RIOGRANDENSE VALORIZACAO DE RESIDUOS S.A","Crvr - Riograndense Valorizacao de Residuos","Serviços","Presta serviços ambientais, incluindo coleta, tratamento, destinação ou valorização de resíduos.",""
"44.650.210/0001-09","CSIXERS 3 HOLDING S.A.","Csixers 3","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Csixers 3.",""
"39.881.421/0001-04","COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G","CSN","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://www.csn.com.br/"
"08.902.291/0001-15","CSN MINERACAO S.A.","CSN","M&M","Atua na mineração, siderurgia, metalurgia ou fabricação de produtos metálicos.","https://www.csn.com.br/"
"33.042.730/0001-04","COMPANHIA SIDERURGICA NACIONAL","CSN","M&M","Atua na mineração, siderurgia, metalurgia ou fabricação de produtos metálicos.","https://www.csn.com.br/"
"60.869.336/0001-17","CSN CIMENTOS BRASIL S.A.","CSN","M&M","Produz e comercializa cimento, concreto e outros materiais de construção.","https://www.csn.com.br/"
"19.014.221/0001-47","CHINA THREE GORGES BRASIL ENERGIA S.A.","CTG Brasil","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://www.ctgbr.com.br/"
"02.998.301/0001-81","RIO PARANAPANEMA ENERGIA S/A","CTG Brasil","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.","https://www.ctgbr.com.br/"
"04.847.144/0001-39","CUIABA ESPORTE CLUBE - S.A. DO FUTEBOL","Cuiaba Esporte Clube - S.a. do","Esporte","Opera atividades esportivas, arenas, clubes ou negócios de entretenimento associados.",""
"17.855.050/0001-53","CULTURA INGLESA IDIOMAS S/A..","Cultura Inglesa","Educação","Oferece serviços educacionais, ensino superior, cursos profissionais ou plataformas de aprendizagem.",""
"08.797.760/0001-83","CURY CONSTRUTORA E INCORPORADORA S/A","Cury","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"10.979.076/0001-64","CUTIA EMPREENDIMENTOS EOLICOS S.A.","Cutia Empreendimentos Eolicos","Energia","Desenvolve ou opera projetos de geração de energia eólica.",""
"10.760.260/0001-19","CVC BRASIL OPERADORA E AGENCIA DE VIAGENS S.A.","CVC","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"34.175.529/0001-68","CASHME SOLUCOES FINANCEIRAS S.A.","Cyrela","Serviços Financeiros","Oferece crédito, investimentos, gestão de recursos ou outros serviços financeiros.",""
"08.110.543/0001-73","DA MATA S.A. - ACUCAR E ALCOOL","DA Mata S.a. - Acucar e","A&A","Produz açúcar e etanol a partir da cana-de-açúcar, normalmente com cogeração de bioenergia.",""
"61.486.650/0001-83","DIAGNOSTICOS DA AMERICA S/A","Dasa","Saúde","Atua na prestação de serviços, produtos ou infraestrutura para o setor de saúde.","https://ri.dasa.com.br/"
"83.855.973/0001-30","DCELT DISTRIBUIDORA CATARINENSE DE ENERGIA ELETRICA S/A","Dcelt Distribuidora Catarinense de Energia Eletrica","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"61.532.198/0001-49","DELGA INDUSTRIA E COMERCIO S/A","Delga","Indústria","Fabrica produtos, equipamentos ou insumos industriais para diferentes cadeias produtivas.",""
"13.787.764/0001-10","DELTA GERACAO DE ENERGIA – INVESTIMENTOS E PARTICIPACOES S.A","Delta Energia","Energia","Holding que concentra participações em projetos e empresas de geração, transmissão ou comercialização de energia.",""
"14.797.436/0001-68","DELTA 3 ENERGIA S.A","Delta Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"15.190.480/0001-78","DELTA 2 ENERGIA S/A","Delta Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"13.537.735/0001-09","DELTA SUCROENERGIA S/A","Delta Sucroenergia","A&A","Produz açúcar e etanol a partir da cana-de-açúcar, normalmente com cogeração de bioenergia.",""
"08.170.849/0001-15","DESKTOP S/A","Desktop","Telecom","Fornece serviços ou infraestrutura de telecomunicações, internet, conectividade e redes.","https://ri.desktop.com.br/"
"97.837.181/0001-47","DEXCO S.A","Dexco","P&P","Atua na produção florestal, madeira, celulose, papel ou embalagens.",""
"57.132.417/0001-25","DIALOGO ENGENHARIA E CONSTRUCAO S.A.","Dialogo Engenharia e Construcao","Construção","Executa obras de engenharia, construção pesada, edificações ou gestão de projetos de infraestrutura.",""
"45.902.707/0001-21","DIANA BIOENERGIA AVANHANDAVA S.A.","Diana Bioenergia Avanhandava","A&A","Produz açúcar e etanol a partir da cana-de-açúcar, normalmente com cogeração de bioenergia.",""
"03.755.215/0001-00","DIVCOM SA","Divcom","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"04.409.762/0001-05","DIX EMPREENDIMENTOS S.A","DIX Empreendimentos","Real Estate","Desenvolve, incorpora, administra ou investe em imóveis e empreendimentos imobiliários.",""
"45.586.447/0001-22","DMCARD PARTICIPACOES S.A..","DM","Meios de Pagamento","Processa pagamentos e oferece soluções de adquirência, cartões, fidelidade ou serviços financeiros digitais.",""
"36.238.874/0001-29","DMCARD SECURITIZADORA S.A.","DM","Securitizadora","Estrutura e emite títulos lastreados em recebíveis e outros direitos creditórios.",""
"16.581.207/0001-37","DM INSTITUICAO DE PAGAMENTO S.A.","DM","Meios de Pagamento","Processa pagamentos e oferece soluções de adquirência, cartões, fidelidade ou serviços financeiros digitais.",""
"62.070.362/0001-06","COMPANHIA DO METROPOLITANO DE SAO PAULO","DO Metropolitano de SAO Paulo","Mobilidade Urbana","Opera infraestrutura ou serviços de mobilidade urbana, como metrôs, trens, ônibus ou sistemas de bilhetagem.",""
"03.645.772/0001-79","DOCK TECNOLOGIA S.A","Dock","Meios de Pagamento","Processa pagamentos e oferece soluções de adquirência, cartões, fidelidade ou serviços financeiros digitais.",""
"59.931.221/0001-26","DOMUS VII PARTICIPACOES S.A.","Domus VII","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo Domus VII.",""
"18.174.270/0001-84","DOTZ S.A.","Dotz","Meios de Pagamento","Processa pagamentos e oferece soluções de adquirência, cartões, fidelidade ou serviços financeiros digitais.",""
"48.566.571/0001-14","DOURADOQUARA ENERGIA SA","Douradoquara Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"42.936.159/0001-62","DOURADOS ENERGIA S.A","Dourados Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"53.732.390/0001-50","DOURADOS II ENERGIA S.A","Dourados II Energia","Energia","Atua na geração, transmissão, distribuição ou comercialização de energia elétrica.",""
"52.781.067/0001-04","DRACO HOLDING COMERCIALIZADORA S.A.","Draco","Energia","Comercializa energia elétrica e presta soluções de gestão e contratação de energia.",""
"01.754.239/0001-10","REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO S.A","Dufrio","Serviços","Presta serviços empresariais, operacionais ou especializados a clientes públicos e privados.",""
"17.392.519/0001-65","E-VINO COMERCIO DE VINHOS S.A","E-Vino","Consumo","Produz ou comercializa bens de consumo, como alimentos, bebidas, vestuário, higiene ou calçados.",""
"44.457.285/0001-60","E&P INFRAESTRUTURA S.A.","E&p Infraestrutura","Construção","Executa obras de engenharia, construção pesada, edificações ou gestão de projetos de infraestrutura.",""
"40.195.572/0001-98","E1 SUBHOLDING S.A.","E1 Subholding","Holding","Holding que concentra participações e investimentos em empresas ou projetos do grupo E1 Subholding.",""
